INPUT:image_left	INPUT:image_right	OUTPUT:others	OUTPUT:result	GOLDEN:others	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:started	ASSIGNMENT:submitted
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Head"":true}"					000179ae16--60bdb01df0deff310abf7504	000179ae16--60bc7eebfe5d13225934e7f9	1961509830f2b997ad074828d21cb742	2021-06-07T05:35:25.375	2021-06-07T05:35:28.288
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Head"":true}"					000179ae16--60bdb021a2e4442f8541fe20	000179ae16--60bc7eebfe5d13225934e7fc	1961509830f2b997ad074828d21cb742	2021-06-07T05:35:29.605	2021-06-07T05:35:35.138
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Head"":true}"					000179ae16--60bdb0280b590b3e2faa8dcb	000179ae16--60bc7eebfe5d13225934e800	1961509830f2b997ad074828d21cb742	2021-06-07T05:35:36.893	2021-06-07T05:35:42.723
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Head"":true}"					000179ae16--60bdb030cd58ba6b3e4795fd	000179ae16--60bc7eebfe5d13225934e7fe	1961509830f2b997ad074828d21cb742	2021-06-07T05:35:44.139	2021-06-07T05:35:48.270
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png		"{""Head"":true}"					000179ae16--60bdb035c2e3f60252a3d55b	000179ae16--60bc7eebfe5d13225934e7f5	1961509830f2b997ad074828d21cb742	2021-06-07T05:35:49.578	2021-06-07T05:35:53.649
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Head"":true}"					000179ae16--60bdb03b7afbc056f69ac85e	000179ae16--60bc7eebfe5d13225934e7fb	1961509830f2b997ad074828d21cb742	2021-06-07T05:35:55.821	2021-06-07T05:36:16.656
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Head"":true}"					000179ae16--60bdb0517c5cbc714112cee2	000179ae16--60bc7eebfe5d13225934e7f4	1961509830f2b997ad074828d21cb742	2021-06-07T05:36:17.702	2021-06-07T05:36:24.844
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Head"":true}"					000179ae16--60bdb05ac317463775ec9196	000179ae16--60bc7eebfe5d13225934e7f6	1961509830f2b997ad074828d21cb742	2021-06-07T05:36:26.383	2021-06-07T05:36:31.566
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Head"":true}"					000179ae16--60bdb0717c5cbc714112d014	000179ae16--60bc7eebfe5d13225934e7f7	1961509830f2b997ad074828d21cb742	2021-06-07T05:36:49.016	2021-06-07T05:36:53.916
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Head"":true}"					000179ae16--60bdb07790429542be48e946	000179ae16--60bc7eebfe5d13225934e7ff	1961509830f2b997ad074828d21cb742	2021-06-07T05:36:55.296	2021-06-07T05:36:58.431
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Head"":true}"					000179ae16--60bdb07c19d71055fef991bf	000179ae16--60bc7eebfe5d13225934e802	1961509830f2b997ad074828d21cb742	2021-06-07T05:37:00.494	2021-06-07T05:37:03.098
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Head"":true}"					000179ae16--60bdb080f220db21bc2711f7	000179ae16--60bc7eebfe5d13225934e7fa	1961509830f2b997ad074828d21cb742	2021-06-07T05:37:04.970	2021-06-07T05:37:07.190
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Head"":true}"					000179ae16--60bdb0857afbc056f69acabf	000179ae16--60bc7eebfe5d13225934e7f8	1961509830f2b997ad074828d21cb742	2021-06-07T05:37:09.228	2021-06-07T05:37:12.015
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Iris"":true}"					000179ae16--60bdb1ef19d71055fef99f4f	000179ae16--60bc7eebfe5d13225934e7fe	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:43:11.705	2021-06-07T05:43:34.032
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Thigh"":true}"					000179ae16--60bdb2062cf798441d2016f7	000179ae16--60bc7eebfe5d13225934e801	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:43:34.933	2021-06-07T05:43:52.906
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Belly"":true}"					000179ae16--60bdb21bdf8878157e8065d8	000179ae16--60bc7eebfe5d13225934e802	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:43:55.483	2021-06-07T05:44:04.042
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Head"":true}"					000179ae16--60bdb2263c6ca8596dbd1ed5	000179ae16--60bc7eebfe5d13225934e800	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:44:06.016	2021-06-07T05:44:12.469
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Beak"":true}"					000179ae16--60bdb22d2cf798441d201865	000179ae16--60bc7eebfe5d13225934e7f7	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:44:13.542	2021-06-07T05:44:18.979
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Pupil"":true}"					000179ae16--60bdb234df8878157e8066fc	000179ae16--60bc7eebfe5d13225934e7f6	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:44:20.242	2021-06-07T05:44:24.675
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Beak"":true}"					000179ae16--60bdb23a7c5cbc714112df50	000179ae16--60bc7eebfe5d13225934e7f8	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:44:26.964	2021-06-07T05:44:31.077
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Pupil"":true}"					000179ae16--60bdb240f0deff310abf8750	000179ae16--60bc7eebfe5d13225934e7ff	73f7cea75015d9faea369cd200af9b62	2021-06-07T05:44:32.139	2021-06-07T05:44:35.931
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Others"":true}"					000179ae16--60bddc1d99211a6cb3adbf03	000179ae16--60bc7eebfe5d13225934e7fb	639927b15da5ada05d50362e6740126d	2021-06-07T08:43:09.144	2021-06-07T08:43:42.159
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png	the first image doesn't load	"{""Others"":true}"					000179ae16--60bddc3f8a92a13359d29f91	000179ae16--60bc7eebfe5d13225934e7fd	639927b15da5ada05d50362e6740126d	2021-06-07T08:43:43.071	2021-06-07T08:44:53.995
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png	"the first image doesn't load{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddc8756e0ec582add456b	000179ae16--60bc7eebfe5d13225934e7f9	639927b15da5ada05d50362e6740126d	2021-06-07T08:44:55.020	2021-06-07T08:45:32.357
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddcae0baf93026aeb3448	000179ae16--60bc7eebfe5d13225934e802	639927b15da5ada05d50362e6740126d	2021-06-07T08:45:34.575	2021-06-07T08:46:12.557
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddcd57c5cbc7141150719	000179ae16--60bc7eebfe5d13225934e801	639927b15da5ada05d50362e6740126d	2021-06-07T08:46:13.634	2021-06-07T08:46:20.213
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddcdd99211a6cb3adcc52	000179ae16--60bc7eebfe5d13225934e7ff	639927b15da5ada05d50362e6740126d	2021-06-07T08:46:21.513	2021-06-07T08:46:27.388
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddce60d84521c74383247	000179ae16--60bc7eebfe5d13225934e7fc	639927b15da5ada05d50362e6740126d	2021-06-07T08:46:30.129	2021-06-07T08:46:46.257
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddcf75bc69d78463a335f	000179ae16--60bc7eebfe5d13225934e7fe	639927b15da5ada05d50362e6740126d	2021-06-07T08:46:47.211	2021-06-07T08:47:00.580
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddd05c317463775efd8be	000179ae16--60bc7eebfe5d13225934e7f5	639927b15da5ada05d50362e6740126d	2021-06-07T08:47:01.850	2021-06-07T08:47:15.900
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddd1462f2586508d79ad1	000179ae16--60bc7eebfe5d13225934e7f4	639927b15da5ada05d50362e6740126d	2021-06-07T08:47:16.858	2021-06-07T08:47:25.379
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddd280baf93026aeb3ed3	000179ae16--60bc7eebfe5d13225934e800	639927b15da5ada05d50362e6740126d	2021-06-07T08:47:36.895	2021-06-07T08:47:49.652
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddd370d84521c7438381c	000179ae16--60bc7eebfe5d13225934e7f7	639927b15da5ada05d50362e6740126d	2021-06-07T08:47:51.239	2021-06-07T08:48:10.440
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png	"the first image doesn't load
{""request_id"":""bdbc617526f836486e77d1253bbdb99e"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddd577afbc056f69d5a53	000179ae16--60bc7eebfe5d13225934e7f6	639927b15da5ada05d50362e6740126d	2021-06-07T08:48:23.363	2021-06-07T08:48:34.800
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png	"the first image doesn't load
{""request_id"":""9c5d13b453e2d25f3b3e8baa52f26d03"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddd641e381301d7ba99e2	000179ae16--60bc7eebfe5d13225934e7fa	639927b15da5ada05d50362e6740126d	2021-06-07T08:48:36.164	2021-06-07T08:48:53.836
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png	"the first image doesn't load
{""request_id"":""111cd5737f4e64825a0c6005ee758f1b"",""code"":""ACCESS_DENIED"",""message"":""Access denied""}"	"{""Others"":true}"					000179ae16--60bddd771e381301d7ba9b4e	000179ae16--60bc7eebfe5d13225934e7f8	639927b15da5ada05d50362e6740126d	2021-06-07T08:48:55.331	2021-06-07T08:49:55.645
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Throat"":true}"					000179ae16--60bde2fa1e562903302e4612	000179ae16--60bc7eebfe5d13225934e7fe	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:12:26.446	2021-06-07T09:14:13.318
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Eyestripe"":true}"					000179ae16--60bde367319fec5a35055d5e	000179ae16--60bc7eebfe5d13225934e7fb	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:14:15.044	2021-06-07T09:14:28.426
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Throat"":true}"					000179ae16--60bde382f220db21bc2a9f0c	000179ae16--60bc7eebfe5d13225934e800	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:14:42.107	2021-06-07T09:14:51.237
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Beak"":true}"					000179ae16--60bde397abe5724111f549b8	000179ae16--60bc7eebfe5d13225934e7f7	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:15:03.122	2021-06-07T09:15:13.931
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Throat"":true}"					000179ae16--60bde3adbe2bd36caae59fb7	000179ae16--60bc7eebfe5d13225934e7fc	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:15:25.777	2021-06-07T09:16:09.208
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Flanks"":true,""Throat"":true}"					000179ae16--60bde3db250bd33fac9fefa6	000179ae16--60bc7eebfe5d13225934e7f8	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:16:11.130	2021-06-07T09:16:27.465
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Eyestripe"":true}"					000179ae16--60bde3ec19d71055fefd4ee5	000179ae16--60bc7eebfe5d13225934e7fd	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:16:28.461	2021-06-07T09:16:43.051
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Throat"":true}"					000179ae16--60bde3fc68183b5da864a261	000179ae16--60bc7eebfe5d13225934e802	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:16:44.401	2021-06-07T09:17:00.526
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Throat"":true}"					000179ae16--60bde40ef220db21bc2aac4b	000179ae16--60bc7eebfe5d13225934e7f9	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:17:02.098	2021-06-07T09:17:21.503
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Throat"":true,""Eyestripe"":true}"					000179ae16--60bde4231e381301d7bb20a1	000179ae16--60bc7eebfe5d13225934e801	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:17:23.310	2021-06-07T09:17:35.506
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png		"{""Eyestripe"":true}"					000179ae16--60bde430df8878157e83b9ab	000179ae16--60bc7eebfe5d13225934e7f5	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:17:36.891	2021-06-07T09:17:44.130
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Throat"":true}"					000179ae16--60bde43919d71055fefd54ce	000179ae16--60bc7eebfe5d13225934e7f4	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:17:45.215	2021-06-07T09:17:53.114
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Eyestripe"":true}"					000179ae16--60bde443c317463775f0608c	000179ae16--60bc7eebfe5d13225934e7f6	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:17:55.172	2021-06-07T09:18:03.160
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Throat"":true}"					000179ae16--60bde44df220db21bc2ab0d2	000179ae16--60bc7eebfe5d13225934e7ff	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:18:05.338	2021-06-07T09:18:10.872
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Throat"":true,""Scapulars"":true}"					000179ae16--60bde453f440ea685898d323	000179ae16--60bc7eebfe5d13225934e7fa	b37b5d235504af0310639d543ccfcaa6	2021-06-07T09:18:11.770	2021-06-07T09:18:22.384
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_16.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_16.png		"{""Beak"":true}"					000179ae16--60bdeb8babe5724111f5d3ce	000179ae16--60bc7eebfe5d13225934e7f7	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:48:59.872	2021-06-07T09:49:07.063
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_2.png		"{""Tarsus"":true}"					000179ae16--60bdeb94f220db21bc2b4581	000179ae16--60bc7eebfe5d13225934e7f8	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:08.583	2021-06-07T09:49:12.445
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Tarsus"":true}"					000179ae16--60bdeb9adf8878157e844093	000179ae16--60bc7eebfe5d13225934e7fd	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:14.867	2021-06-07T09:49:17.131
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Vent"":true}"					000179ae16--60bdeb9ebe2bd36caae63090	000179ae16--60bc7eebfe5d13225934e7f4	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:18.397	2021-06-07T09:49:25.583
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_29.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_29.png		"{""Vent"":true}"					000179ae16--60bdeba68a92a13359d3b88b	000179ae16--60bc7eebfe5d13225934e7f9	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:26.820	2021-06-07T09:49:29.692
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_9.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_9.png		"{""Rump"":true}"					000179ae16--60bdebaa56e0ec582ade5225	000179ae16--60bc7eebfe5d13225934e7f5	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:30.839	2021-06-07T09:49:33.699
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_4.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_4.png		"{""Rump"":true}"					000179ae16--60bdebafe5851e2a55e41d8f	000179ae16--60bc7eebfe5d13225934e7fb	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:35.066	2021-06-07T09:49:37.375
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_2.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_2.png		"{""Primaries"":true}"					000179ae16--60bdebb3cd58ba6b3e4bcc32	000179ae16--60bc7eebfe5d13225934e7fc	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:39.047	2021-06-07T09:49:43.626
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_3.png		"{""Rump"":true}"					000179ae16--60bdebb80d84521c74394927	000179ae16--60bc7eebfe5d13225934e7fe	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:44.856	2021-06-07T09:49:46.849
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_3.png		"{""Tertials"":true}"					000179ae16--60bdebbd2cf798441d23efd8	000179ae16--60bc7eebfe5d13225934e801	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:49.252	2021-06-07T09:49:51.508
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_15.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_15.png		"{""Primaries"":true}"					000179ae16--60bdebc099211a6cb3af0320	000179ae16--60bc7eebfe5d13225934e800	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:52.763	2021-06-07T09:49:56.030
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Tarsus"":true}"					000179ae16--60bdebc4f0deff310ac39d94	000179ae16--60bc7eebfe5d13225934e7f6	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:49:56.844	2021-06-07T09:49:59.846
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_7_3.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_7_3.png		"{""Tarsus"":true}"					000179ae16--60bdebc8e5851e2a55e42097	000179ae16--60bc7eebfe5d13225934e7ff	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:50:00.887	2021-06-07T09:50:03.412
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_8_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_8_31.png		"{""Wattle"":true}"					000179ae16--60bdebcc319fec5a3505fcd5	000179ae16--60bc7eebfe5d13225934e802	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:50:04.693	2021-06-07T09:50:08.148
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Tibia"":true}"					000179ae16--60bdebd056e0ec582ade5537	000179ae16--60bc7eebfe5d13225934e7fa	d26aa61e5e1ef3c45b045354f39a7938	2021-06-07T09:50:08.970	2021-06-07T09:50:15.057
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_31.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_31.png		"{""Beak"":true,""Head"":true}"					000179ae16--60be0ea84f73891cd40eb40e	000179ae16--60bc7eebfe5d13225934e7fa	05d4cabee721b759c25eec8da8cc4c28	2021-06-07T12:18:48.667	2021-06-07T12:19:10.604
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_5_13.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_5_13.png		"{""Head"":true}"					000179ae16--60be0ebff440ea68589bedf3	000179ae16--60bc7eebfe5d13225934e7f6	05d4cabee721b759c25eec8da8cc4c28	2021-06-07T12:19:11.473	2021-06-07T12:19:19.934
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_6_27.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_6_27.png		"{""Head"":true}"					000179ae16--60be0ed568183b5da8681f3b	000179ae16--60bc7eebfe5d13225934e7fd	05d4cabee721b759c25eec8da8cc4c28	2021-06-07T12:19:33.511	2021-06-07T12:19:39.214
												
/pilot/HarlequinDuckMale/original_harlequin_duck_male_batch_4_22.png	/pilot/HarlequinDuckMale/harlequin_duck_male_batch_4_22.png		"{""Head"":true}"					000179ae16--60be0edc99211a6cb3b1f04b	000179ae16--60bc7eebfe5d13225934e7f4	05d4cabee721b759c25eec8da8cc4c28	2021-06-07T12:19:40.779	2021-06-07T12:19:56.488
												
